-1.200000000000000000e+01 -1.200000000000000000e+01 4.462756946701000810e-04 6.124907676898884781e-04 7.942257494577108635e-05 3.577777016706379203e-03
-1.126829268292682862e+01 -1.200000000000000000e+01 3.729895505954013060e-04 4.659691786887177906e-04 4.422624578361461804e-05 3.219050160966374988e-03
-1.053658536585365901e+01 -1.200000000000000000e+01 3.321395165534309557e-04 3.842911822169392750e-04 2.468115075002064429e-05 3.007035085059021375e-03
-9.804878048780487632e+00 -1.200000000000000000e+01 3.093168437712099294e-04 3.386562267641829568e-04 1.380827757191060325e-05 2.881867630591232639e-03
-9.073170731707318026e+00 -1.200000000000000000e+01 2.965319475157609445e-04 3.130916365799415796e-04 7.747573529802445299e-06 2.808002837975749535e-03
-8.341463414634146645e+00 -1.200000000000000000e+01 2.893480038263764259e-04 2.987264707548904449e-04 4.361518305463783885e-06 2.764401012678105625e-03
-7.609756097560975263e+00 -1.200000000000000000e+01 2.852968848483980447e-04 2.906256990007947765e-04 2.464831130166249432e-06 2.738637539489389289e-03
-6.878048780487804770e+00 -1.200000000000000000e+01 2.830029220733390406e-04 2.860385789053691862e-04 1.399241806941085489e-06 2.723387499289686708e-03
-6.146341463414634276e+00 -1.200000000000000000e+01 2.816976487393619503e-04 2.834284807450790649e-04 7.985291673637418748e-07 2.714336988900178244e-03
-5.414634146341463783e+00 -1.200000000000000000e+01 2.809507050221742930e-04 2.819348456565112489e-04 4.585508718568210181e-07 2.708946526953531428e-03
-4.682926829268293289e+00 -1.200000000000000000e+01 2.805203869187554758e-04 2.810743527118922174e-04 2.652609431610755047e-07 2.705720968832819959e-03
-3.951219512195121908e+00 -1.200000000000000000e+01 2.802705010705289798e-04 2.805746630716906133e-04 1.547879575237320640e-07 2.703779374817275646e-03
-3.219512195121950526e+00 -1.200000000000000000e+01 2.801240189585081338e-04 2.802817462972865647e-04 9.126003082185098950e-08 2.702601979598594738e-03
-2.487804878048780921e+00 -1.200000000000000000e+01 2.800371875052316264e-04 2.801081111281113201e-04 5.446624512112108734e-08 2.701881485911157826e-03
