7.000000000000000000e+00 4.400000000000000000e+01 2.800000000000000000e+01 2.565843447377702979e+00 3.496038029555176036e+05 5.755032377565249213e+00 1.191135326127876981e+00
7.000000000000000000e+00 4.400000000000000000e+01 3.039999999999999858e+01 2.802435493749081186e+00 3.495914308528453112e+05 5.153706028624862157e+00 1.270529893119241249e+00
7.000000000000000000e+00 4.400000000000000000e+01 3.279999999999999716e+01 3.088808564261915635e+00 3.461036387644683127e+05 4.471310762278527307e+00 1.395731106437913427e+00
7.000000000000000000e+00 4.400000000000000000e+01 3.520000000000000284e+01 3.405809617735707118e+00 3.479852276833317592e+05 3.602497691391748802e+00 1.611504006458259974e+00
7.000000000000000000e+00 4.400000000000000000e+01 3.760000000000000142e+01 3.728583774316780453e+00 3.556858043762991438e+05 2.715434893167007591e+00 2.103627993056296219e+00
7.000000000000000000e+00 4.400000000000000000e+01 4.000000000000000000e+01 4.000200397007018793e+00 3.567454767301704269e+05 1.968981075238258160e+00 3.079162526731939131e+00
7.000000000000000000e+00 4.400000000000000000e+01 4.239999999999999858e+01 4.172845403963014732e+00 3.432624086809986620e+05 1.494626055898282013e+00 3.928889533361049846e+00
7.000000000000000000e+00 4.400000000000000000e+01 4.479999999999999716e+01 4.284646443257194015e+00 3.432462105024605407e+05 1.619514941459456736e+00 4.238991675230892042e+00
7.000000000000000000e+00 4.400000000000000000e+01 4.720000000000000284e+01 4.375290995070515443e+00 3.508650826090359478e+05 1.908317402927644624e+00 4.288706198197787423e+00
7.000000000000000000e+00 4.400000000000000000e+01 4.959999999999999432e+01 4.453219742199677533e+00 3.421618697365610860e+05 2.220248409845214432e+00 4.280358775750330302e+00
7.000000000000000000e+00 4.400000000000000000e+01 5.200000000000000000e+01 4.543044757795628108e+00 3.503504406775274547e+05 2.503466930977061189e+00 4.215222681137876570e+00
7.000000000000000000e+00 4.400000000000000000e+01 5.439999999999999858e+01 4.633187261783545452e+00 3.471199767783983843e+05 2.775959419013988239e+00 4.159930797154856918e+00
7.000000000000000000e+00 4.400000000000000000e+01 5.679999999999999716e+01 4.729432635764814208e+00 3.412064987179139280e+05 3.028889575826592573e+00 4.107994834852361166e+00
7.000000000000000000e+00 4.400000000000000000e+01 5.920000000000000284e+01 4.837532611982318542e+00 3.420951289494197699e+05 3.255787350077622655e+00 4.041436784320846520e+00
7.000000000000000000e+00 4.400000000000000000e+01 6.160000000000000142e+01 4.954386913170426787e+00 3.431627119379231590e+05 3.462619052481510362e+00 3.976524758511564617e+00
7.000000000000000000e+00 4.400000000000000000e+01 6.400000000000000000e+01 5.082318938051054502e+00 3.482805595685603330e+05 3.648726791496572641e+00 3.904907464600330780e+00
7.000000000000000000e+00 4.900000000000000000e+01 3.300000000000000000e+01 2.566869890135478283e+00 3.536779784602506552e+05 5.876972067629476548e+00 1.270195088991556309e+00
7.000000000000000000e+00 4.900000000000000000e+01 3.539999999999999858e+01 2.829055068076109514e+00 3.493606775260494323e+05 5.185083382063582214e+00 1.360731955962668716e+00
7.000000000000000000e+00 4.900000000000000000e+01 3.779999999999999716e+01 3.113879573092831254e+00 3.495680142816094449e+05 4.402309800757296721e+00 1.476177837424847317e+00
