7.000000000000000000e+00 4.200000000000000000e+01 4.200000000000000000e+01 4.002869125995164978e+00 1.125548907668144384e+05 2.073985196280243137e+00 3.812671164512359212e+00
7.000000000000000000e+00 4.644444444444444287e+01 4.644444444444444287e+01 4.017396281001232694e+00 1.309620309219961637e+05 2.041456487657380414e+00 3.284604880157618645e+00
7.000000000000000000e+00 5.088888888888888573e+01 5.088888888888888573e+01 4.033373031115971230e+00 1.550570950122553331e+05 2.005048818727384496e+00 2.829406079780590222e+00
7.000000000000000000e+00 5.533333333333333570e+01 5.533333333333333570e+01 4.039858430927815824e+00 1.822589160125462222e+05 1.990746889780796725e+00 2.429910237640197312e+00
7.000000000000000000e+00 5.977777777777777857e+01 5.977777777777777857e+01 4.059384482277033079e+00 2.228796548709515482e+05 1.946462058179632582e+00 2.179523988867587025e+00
7.000000000000000000e+00 6.422222222222222854e+01 6.422222222222222854e+01 4.080608230839422923e+00 2.741491156487246626e+05 1.899064205988727272e+00 2.011559813847790146e+00
7.000000000000000000e+00 6.866666666666667140e+01 6.866666666666667140e+01 4.099888169641617175e+00 3.357392439302465646e+05 1.856229625122407079e+00 1.897569269588157859e+00
7.000000000000000000e+00 7.311111111111111427e+01 7.311111111111111427e+01 4.011578715683409513e+00 3.518977626297081588e+05 2.054301784951888532e+00 1.686683746245485116e+00
7.000000000000000000e+00 7.755555555555555713e+01 7.755555555555555713e+01 3.856893182992811475e+00 3.495933174636457115e+05 2.418558326997360730e+00 1.550225091113106579e+00
7.000000000000000000e+00 8.200000000000000000e+01 8.200000000000000000e+01 3.692077392458244844e+00 3.511752840490778908e+05 2.830708405529819061e+00 1.490492009537514706e+00
